ROC TRACON FLOW           N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
- RWY 4                   N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
                          N042.35.29.945 W078.09.30.143 N042.34.10.561 W078.13.08.712
                          N042.56.24.476 W076.54.19.466 N042.56.18.734 W076.54.16.952
                          N042.56.18.734 W076.54.16.952 N042.56.16.775 W076.54.16.411
                          N042.56.16.775 W076.54.16.411 N042.56.11.417 W076.54.15.854
                          N042.56.11.417 W076.54.15.854 N042.56.07.235 W076.54.16.549
                          N042.56.07.235 W076.54.16.549 N042.56.01.998 W076.54.19.730
                          N042.56.01.998 W076.54.19.730 N042.55.57.937 W076.54.24.159
                          N042.55.57.937 W076.54.24.159 N042.55.52.694 W076.54.31.964
                          N042.55.52.694 W076.54.31.964 N042.55.49.642 W076.54.52.401
                          N042.55.49.642 W076.54.52.401 N042.55.50.670 W076.54.59.166
                          N042.55.50.670 W076.54.59.166 N042.55.54.436 W076.55.10.385
                          N042.55.54.436 W076.55.10.385 N042.55.55.477 W076.55.12.525
                          N042.55.55.477 W076.55.12.525 N042.56.01.606 W076.55.16.998
                          N042.56.01.606 W076.55.16.998 N042.56.04.219 W076.55.17.720
                          N042.28.34.496 W077.17.22.232 N042.28.39.850 W077.17.22.817
                          N042.28.39.850 W077.17.22.817 N042.28.43.383 W077.17.21.970
                          N042.28.43.383 W077.17.21.970 N042.28.50.206 W077.17.17.449
                          N042.28.50.206 W077.17.17.449 N042.28.53.629 W077.17.12.892
                          N042.28.53.629 W077.17.12.892 N042.28.57.052 W077.17.08.338
                          N042.28.57.052 W077.17.08.338 N042.28.59.578 W077.17.00.770
                          N042.28.59.578 W077.17.00.770 N042.29.00.256 W077.16.56.362
                          N042.29.00.256 W077.16.56.362 N042.29.00.440 W077.16.46.301
                          N042.29.00.440 W077.16.46.301 N042.28.57.094 W077.16.37.085
                          N042.28.57.094 W077.16.37.085 N042.28.53.340 W077.16.30.515
                          N042.28.53.340 W077.16.30.515 N042.28.49.562 W077.16.28.535
                          N042.28.49.562 W077.16.28.535 N042.28.36.513 W077.16.24.874
                          N042.28.36.513 W077.16.24.874 N042.28.32.055 W077.16.27.301
                          N042.28.32.055 W077.16.27.301 N042.28.26.540 W077.16.32.188
                          N042.28.26.540 W077.16.32.188 N042.28.20.100 W077.16.38.657
                          N042.28.20.100 W077.16.38.657 N042.28.19.150 W077.16.44.825
                          N042.28.20.100 W077.16.38.657 N042.28.17.159 W077.16.26.799
                          N042.28.17.159 W077.16.26.799 N042.28.15.092 W077.16.22.542
                          N042.28.15.092 W077.16.22.542 N042.28.11.201 W077.16.16.854
                          N042.28.11.201 W077.16.16.854 N042.28.09.380 W077.16.15.424
                          N042.28.09.380 W077.16.15.424 N042.28.03.643 W077.16.12.895
                          N042.28.03.643 W077.16.12.895 N042.28.01.684 W077.16.12.346
                          N042.28.01.684 W077.16.12.346 N042.27.56.331 W077.16.11.764
                          N042.27.56.331 W077.16.11.764 N042.27.52.145 W077.16.12.427
                          N042.27.52.145 W077.16.12.427 N042.27.46.899 W077.16.15.553
                          N042.27.46.899 W077.16.15.553 N042.27.42.825 W077.16.19.924
                          N042.27.42.825 W077.16.19.924 N042.27.37.553 W077.16.27.638
                          N042.27.37.553 W077.16.27.638 N042.27.34.437 W077.16.47.906
                          N042.27.34.437 W077.16.47.906 N042.27.35.446 W077.16.54.621
                          N042.27.35.446 W077.16.54.621 N042.27.39.172 W077.17.05.779
                          N042.27.39.172 W077.17.05.779 N042.27.40.208 W077.17.07.909
                          N042.27.40.208 W077.17.07.909 N042.27.46.324 W077.17.12.383
                          N042.27.46.324 W077.17.12.383 N042.27.48.935 W077.17.13.117
                          N042.28.25.615 W077.13.14.275 N042.28.16.154 W077.14.15.976
                          N042.28.16.154 W077.14.15.976 N042.29.28.731 W077.13.42.048
                          N042.29.28.731 W077.13.42.048 N042.28.07.817 W077.13.19.410
                          N042.43.36.414 W076.58.37.989 N042.43.40.332 W076.58.39.073
                          N042.43.40.332 W076.58.39.073 N042.43.45.169 W076.58.38.564
                          N042.43.45.169 W076.58.38.564 N042.43.51.578 W076.58.36.649
                          N042.43.51.578 W076.58.36.649 N042.43.56.028 W076.58.34.190
                          N042.43.56.028 W076.58.34.190 N042.43.59.438 W076.58.29.599
                          N042.43.59.438 W076.58.29.599 N042.44.01.811 W076.58.22.875
                          N042.44.01.811 W076.58.22.875 N042.44.03.807 W076.58.09.590
                          N042.44.03.807 W076.58.09.590 N042.44.03.965 W076.57.59.485
                          N042.44.03.965 W076.57.59.485 N042.44.02.673 W076.57.54.515
                          N042.44.02.673 W076.57.54.515 N042.43.59.034 W076.57.47.049
                          N042.43.59.034 W076.57.47.049 N042.43.56.036 W076.57.44.376
                          N042.43.56.036 W076.57.44.376 N042.43.51.076 W076.57.41.159
                          N042.43.51.076 W076.57.41.159 N042.43.40.630 W076.57.38.272
                          N042.43.40.630 W076.57.38.272 N042.43.36.445 W076.57.38.961
                          N042.43.36.445 W076.57.38.961 N042.43.21.536 W076.57.43.140
                          N042.43.21.536 W076.57.43.140 N042.43.10.799 W076.57.51.241
                          N042.43.10.799 W076.57.51.241 N042.42.55.862 W076.58.04.635
                          N042.42.55.862 W076.58.04.635 N042.42.36.478 W076.58.20.486
                          N042.42.36.478 W076.58.20.486 N042.42.44.862 W076.57.24.704
                          N042.44.33.717 W076.54.50.274 N042.44.27.610 W076.55.31.028
                          N042.44.27.610 W076.55.31.028 N042.43.50.752 W076.55.31.927
                          N042.43.50.752 W076.55.31.927 N042.43.54.559 W076.55.24.678
                          N042.43.54.559 W076.55.24.678 N042.43.58.889 W076.55.18.491
                          N042.43.58.889 W076.55.18.491 N042.44.01.275 W076.55.02.546
                          N042.44.01.275 W076.55.02.546 N042.44.01.165 W076.54.54.215
                          N042.44.01.165 W076.54.54.215 N042.43.58.441 W076.54.45.160
                          N042.43.58.441 W076.54.45.160 N042.43.50.628 W076.54.33.783
                          N042.43.50.628 W076.54.33.783 N042.43.43.055 W076.54.29.853
                          N042.43.43.055 W076.54.29.853 N042.43.33.261 W076.54.27.153
                          N042.43.33.261 W076.54.27.153 N042.43.25.282 W076.54.30.488
                          N042.43.25.282 W076.54.30.488 N042.43.17.168 W076.54.34.708
                          N042.43.17.168 W076.54.34.708 N042.43.14.811 W076.54.36.827
                          N042.43.14.811 W076.54.36.827 N042.43.10.749 W076.54.41.241
                          N042.43.10.749 W076.54.41.241 N042.43.08.118 W076.54.49.736
                          N042.43.08.118 W076.54.49.736 N042.43.06.658 W076.54.59.478
                          N042.43.06.658 W076.54.59.478 N042.43.06.901 W076.55.06.923
                          N042.43.06.901 W076.55.06.923 N042.43.08.187 W076.55.16.500
                          N042.43.08.187 W076.55.16.500 N042.43.12.215 W076.55.25.909
                          N042.43.12.215 W076.55.25.909 N042.43.14.040 W076.55.27.336
                          N043.05.47.811 W076.52.42.955 N043.05.51.732 W076.52.44.040
                          N043.05.51.732 W076.52.44.040 N043.05.56.569 W076.52.43.522
                          N043.05.56.569 W076.52.43.522 N043.06.02.976 W076.52.41.583
                          N043.06.02.976 W076.52.41.583 N043.06.07.424 W076.52.39.104
                          N043.06.07.424 W076.52.39.104 N043.06.10.830 W076.52.34.478
                          N043.06.10.830 W076.52.34.478 N043.06.13.196 W076.52.27.710
                          N043.06.13.196 W076.52.27.710 N043.06.15.182 W076.52.14.342
                          N043.06.15.182 W076.52.14.342 N043.06.15.331 W076.52.04.177
                          N043.06.15.331 W076.52.04.177 N043.06.14.034 W076.51.59.178
                          N043.06.14.034 W076.51.59.178 N043.06.10.387 W076.51.51.675
                          N043.06.10.387 W076.51.51.675 N043.06.07.387 W076.51.48.989
                          N043.06.07.387 W076.51.48.989 N043.06.02.426 W076.51.45.764
                          N043.06.02.426 W076.51.45.764 N043.05.51.979 W076.51.42.875
                          N043.05.51.979 W076.51.42.875 N043.05.47.794 W076.51.43.572
                          N043.05.47.794 W076.51.43.572 N043.05.32.890 W076.51.47.803
                          N043.05.32.890 W076.51.47.803 N043.05.22.158 W076.51.55.966
                          N043.05.22.158 W076.51.55.966 N043.05.07.237 W076.52.09.466
                          N043.05.07.237 W076.52.09.466 N043.04.47.866 W076.52.25.442
                          N043.04.47.866 W076.52.25.442 N043.04.56.203 W076.51.29.315
                          N043.05.54.102 W076.48.38.846 N043.06.13.695 W076.48.44.247
                          N043.06.13.695 W076.48.44.247 N043.06.24.405 W076.48.49.982
                          N043.06.24.405 W076.48.49.982 N043.06.29.366 W076.48.53.205
                          N043.06.29.366 W076.48.53.205 N043.06.32.886 W076.48.56.960
                          N043.06.32.886 W076.48.56.960 N043.06.39.143 W076.49.09.819
                          N043.06.39.143 W076.49.09.819 N043.06.40.825 W076.49.21.418
                          N043.06.40.825 W076.49.21.418 N043.06.40.297 W076.49.24.983
                          N043.06.40.297 W076.49.24.983 N043.06.35.447 W076.49.34.779
                          N043.06.35.447 W076.49.34.779 N043.06.26.157 W076.49.42.423
                          N043.06.26.157 W076.49.42.423 N043.06.21.711 W076.49.44.905
                          N043.06.21.711 W076.49.44.905 N043.06.16.221 W076.49.45.248
                          N043.06.16.221 W076.49.45.248 N043.06.04.722 W076.49.44.858
                          N043.06.04.722 W076.49.44.858 N043.05.45.126 W076.49.39.452
                          N043.05.45.126 W076.49.39.452 N043.05.34.420 W076.49.33.716
                          N043.05.34.420 W076.49.33.716 N043.05.29.459 W076.49.30.491
                          N043.05.29.459 W076.49.30.491 N043.05.26.070 W076.49.25.848
                          N043.05.26.070 W076.49.25.848 N043.05.19.682 W076.49.13.882
                          N043.05.19.682 W076.49.13.882 N043.05.18.002 W076.49.02.290
                          N043.05.18.002 W076.49.02.290 N043.05.18.530 W076.48.58.726
                          N043.05.18.530 W076.48.58.726 N043.05.23.377 W076.48.48.932
                          N043.05.23.377 W076.48.48.932 N043.05.32.800 W076.48.40.397
                          N043.05.32.800 W076.48.40.397 N043.05.37.114 W076.48.38.803
                          N043.05.37.114 W076.48.38.803 N043.05.42.603 W076.48.38.461
                          N043.05.42.603 W076.48.38.461 N043.05.54.102 W076.48.38.846
                          N043.23.33.462 W078.40.56.478 N043.23.37.362 W078.40.57.682
                          N043.23.37.362 W078.40.57.682 N043.23.42.204 W078.40.57.306
                          N043.23.42.204 W078.40.57.306 N043.23.48.640 W078.40.55.547
                          N043.23.48.640 W078.40.55.547 N043.23.53.124 W078.40.53.187
                          N043.23.53.124 W078.40.53.187 N043.23.56.605 W078.40.48.641
                          N043.23.56.605 W078.40.48.641 N043.23.59.076 W078.40.41.912
                          N043.23.59.076 W078.40.41.912 N043.24.01.271 W078.40.28.538
                          N043.24.01.271 W078.40.28.538 N043.24.01.579 W078.40.18.331
                          N043.24.01.579 W078.40.18.331 N043.24.00.361 W078.40.13.272
                          N043.24.00.361 W078.40.13.272 N043.23.56.836 W078.40.05.626
                          N043.23.56.836 W078.40.05.626 N043.23.53.878 W078.40.02.841
                          N043.23.53.878 W078.40.02.841 N043.23.48.972 W078.39.59.454
                          N043.23.48.972 W078.39.59.454 N043.23.38.569 W078.39.56.243
                          N043.23.38.569 W078.39.56.243 N043.23.34.378 W078.39.56.823
                          N043.23.34.378 W078.39.56.823 N043.23.19.411 W078.40.00.633
                          N043.23.19.411 W078.40.00.633 N043.23.08.555 W078.40.08.519
                          N043.23.08.555 W078.40.08.519 N043.22.53.421 W078.40.21.642
                          N043.22.53.421 W078.40.21.642 N043.22.33.808 W078.40.37.122
                          N043.22.33.808 W078.40.37.122 N043.22.43.025 W078.39.40.979
                          N043.23.43.589 W078.36.51.430 N043.24.03.092 W078.36.57.432
                          N043.24.03.092 W078.36.57.432 N043.24.13.705 W078.37.03.508
                          N043.24.13.705 W078.37.03.508 N043.24.18.615 W078.37.06.894
                          N043.24.18.615 W078.37.06.894 N043.24.22.079 W078.37.10.770
                          N043.24.22.079 W078.37.10.770 N043.24.28.128 W078.37.23.872
                          N043.24.28.128 W078.37.23.872 N043.24.29.628 W078.37.35.573
                          N043.24.29.628 W078.37.35.573 N043.24.29.044 W078.37.39.140
                          N043.24.29.044 W078.37.39.140 N043.24.24.040 W078.37.48.837
                          N043.24.24.040 W078.37.48.837 N043.24.14.634 W078.37.56.243
