PIT TRACON FLOW:          N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
- RWY 10                  N000.00.00.000 E000.00.00.000 N000.00.00.000 E000.00.00.000
                          N040.08.21.521 W080.47.59.934 N040.07.23.383 W080.48.30.379
                          N040.46.30.534 W080.31.00.867 N040.46.23.473 W080.31.03.449
                          N040.46.23.473 W080.31.03.449 N040.46.16.146 W080.31.03.673
                          N040.46.16.146 W080.31.03.673 N040.46.16.146 W080.31.03.673
                          N040.46.16.146 W080.31.03.673 N040.46.23.128 W080.31.06.600
                          N040.46.23.128 W080.31.06.600 N040.46.29.354 W080.31.11.690
                          N040.46.29.354 W080.31.11.690 N040.46.34.439 W080.31.18.633
                          N040.46.34.439 W080.31.18.633 N040.46.38.070 W080.31.27.006
                          N040.46.38.070 W080.31.27.006 N040.46.40.035 W080.31.36.296
                          N040.46.40.035 W080.31.36.296 N040.46.40.206 W080.31.45.933
                          N040.47.12.333 W080.31.14.282 N040.47.05.006 W080.31.14.507
                          N040.47.05.006 W080.31.14.507 N040.46.57.944 W080.31.17.089
                          N040.46.57.944 W080.31.17.089 N040.46.51.580 W080.31.21.871
                          N040.46.51.580 W080.31.21.871 N040.46.46.300 W080.31.28.561
                          N040.46.46.300 W080.31.28.561 N040.46.42.431 W080.31.36.748
                          N040.46.42.431 W080.31.36.748 N040.46.40.206 W080.31.45.933
                          N040.47.12.333 W080.31.14.282 N040.47.05.347 W080.31.11.353
                          N040.47.05.347 W080.31.11.353 N040.46.59.125 W080.31.06.263
                          N040.46.59.125 W080.31.06.263 N040.46.54.040 W080.30.59.320
                          N040.46.54.040 W080.30.59.320 N040.46.50.405 W080.30.50.947
                          N040.46.50.405 W080.30.50.947 N040.46.48.440 W080.30.41.660
                          N040.46.48.440 W080.30.41.660 N040.46.48.269 W080.30.32.021
                          N040.46.48.269 W080.30.32.021 N040.46.48.269 W080.30.32.021
                          N040.47.11.698 W080.40.06.954 N040.47.08.084 W080.40.07.646
                          N040.47.08.084 W080.40.07.646 N040.47.04.788 W080.40.09.711
                          N040.47.04.788 W080.40.09.711 N040.47.02.100 W080.40.12.964
                          N040.47.02.100 W080.40.12.964 N040.47.00.258 W080.40.17.113
                          N040.47.00.258 W080.40.17.113 N040.46.59.431 W080.40.21.791
                          N040.46.59.431 W080.40.21.791 N040.46.59.687 W080.40.26.583
                          N040.46.59.687 W080.40.26.583 N040.47.01.004 W080.40.31.063
                          N040.47.01.004 W080.40.31.063 N040.47.03.268 W080.40.34.833
                          N040.47.03.268 W080.40.34.833 N040.47.06.276 W080.40.37.558
                          N040.47.06.276 W080.40.37.558 N040.47.09.759 W080.40.38.993
                          N040.47.09.759 W080.40.38.993 N040.47.13.411 W080.40.39.017
                          N040.47.13.411 W080.40.39.017 N040.47.16.906 W080.40.37.621
                          N040.47.16.906 W080.40.37.621 N040.47.19.932 W080.40.34.935
                          N040.47.19.932 W080.40.34.935 N040.47.22.221 W080.40.31.193
                          N040.47.22.221 W080.40.31.193 N040.47.23.572 W080.40.26.730
                          N040.47.23.572 W080.40.26.730 N040.47.23.862 W080.40.21.940
                          N040.47.23.862 W080.40.21.940 N040.47.23.065 W080.40.17.252
                          N040.47.23.065 W080.40.17.252 N040.47.21.253 W080.40.13.079
                          N040.47.21.253 W080.40.13.079 N040.47.18.589 W080.40.09.794
                          N040.47.18.589 W080.40.09.794 N040.47.15.307 W080.40.07.691
                          N040.47.15.307 W080.40.07.691 N040.47.11.698 W080.40.06.954
                          N040.47.11.698 W080.40.06.954 N040.47.11.698 W080.40.06.954
                          N040.47.15.721 W080.39.46.117 N040.47.13.483 W080.39.55.299
                          N040.47.13.483 W080.39.55.299 N040.47.09.605 W080.40.03.481
                          N040.47.09.605 W080.40.03.481 N040.47.04.316 W080.40.10.158
                          N040.47.04.316 W080.40.10.158 N040.46.57.948 W080.40.14.927
                          N040.46.57.948 W080.40.14.927 N040.46.50.882 W080.40.17.493
                          N040.46.50.882 W080.40.17.493 N040.46.43.556 W080.40.17.702
                          N040.46.43.556 W080.40.17.702 N040.46.43.556 W080.40.17.702
                          N040.46.43.556 W080.40.17.702 N040.46.50.533 W080.40.20.644
                          N040.46.50.533 W080.40.20.644 N040.46.56.751 W080.40.25.750
                          N040.46.56.751 W080.40.25.750 N040.47.01.827 W080.40.32.704
                          N040.47.01.827 W080.40.32.704 N040.47.05.450 W080.40.41.086
                          N040.47.05.450 W080.40.41.086 N040.47.07.402 W080.40.50.381
                          N040.47.07.402 W080.40.50.381 N040.47.07.559 W080.41.00.021
                          N040.47.39.728 W080.40.28.439 N040.47.32.401 W080.40.28.648
                          N040.47.32.401 W080.40.28.648 N040.47.25.336 W080.40.31.214
                          N040.47.25.336 W080.40.31.214 N040.47.18.964 W080.40.35.980
                          N040.47.18.964 W080.40.35.980 N040.47.13.678 W080.40.42.660
                          N040.47.13.678 W080.40.42.660 N040.47.09.797 W080.40.50.839
                          N040.47.09.797 W080.40.50.839 N040.47.07.559 W080.41.00.021
                          N040.47.39.728 W080.40.28.439 N040.47.32.748 W080.40.25.496
                          N040.47.32.748 W080.40.25.496 N040.47.26.530 W080.40.20.390
                          N040.47.26.530 W080.40.20.390 N040.47.21.453 W080.40.13.434
                          N040.47.21.453 W080.40.13.434 N040.47.17.831 W080.40.05.052
                          N040.47.17.831 W080.40.05.052 N040.47.15.879 W080.39.55.757
                          N040.47.15.879 W080.39.55.757 N040.47.15.721 W080.39.46.117
                          N040.47.15.721 W080.39.46.117 N040.47.15.721 W080.39.46.117
                          N040.50.17.730 W080.28.29.206 N040.50.14.119 W080.28.29.910
                          N040.50.14.119 W080.28.29.910 N040.50.10.826 W080.28.31.987
                          N040.50.10.826 W080.28.31.987 N040.50.08.141 W080.28.35.248
                          N040.50.08.141 W080.28.35.248 N040.50.06.308 W080.28.39.406
                          N040.50.06.308 W080.28.39.406 N040.50.05.485 W080.28.44.088
                          N040.50.05.485 W080.28.44.088 N040.50.05.750 W080.28.48.883
                          N040.50.05.750 W080.28.48.883 N040.50.07.078 W080.28.53.365
                          N040.50.07.078 W080.28.53.365 N040.50.09.347 W080.28.57.130
                          N040.50.09.347 W080.28.57.130 N040.50.12.359 W080.28.59.848
                          N040.50.12.359 W080.28.59.848 N040.50.15.846 W080.29.01.277
                          N040.50.15.846 W080.29.01.277 N040.50.19.495 W080.29.01.290
                          N040.50.19.495 W080.29.01.290 N040.50.22.989 W080.28.59.884
                          N040.50.22.989 W080.28.59.884 N040.50.26.011 W080.28.57.185
                          N040.50.26.011 W080.28.57.185 N040.50.28.295 W080.28.53.433
                          N040.50.28.295 W080.28.53.433 N040.50.29.637 W080.28.48.962
                          N040.50.29.637 W080.28.48.962 N040.50.29.919 W080.28.44.169
                          N040.50.29.919 W080.28.44.169 N040.50.29.114 W080.28.39.479
                          N040.50.29.114 W080.28.39.479 N040.50.27.297 W080.28.35.308
                          N040.50.27.297 W080.28.35.308 N040.50.24.626 W080.28.32.031
                          N040.50.24.626 W080.28.32.031 N040.50.21.340 W080.28.29.933
                          N040.50.21.340 W080.28.29.933 N040.50.17.730 W080.28.29.206
                          N040.50.17.730 W080.28.29.206 N040.50.17.730 W080.28.29.206
                          N040.50.21.719 W080.28.08.343 N040.50.19.498 W080.28.17.539
                          N040.50.19.498 W080.28.17.539 N040.50.15.632 W080.28.25.736
                          N040.50.15.632 W080.28.25.736 N040.50.10.356 W080.28.32.436
                          N040.50.10.356 W080.28.32.436 N040.50.03.994 W080.28.37.226
                          N040.50.03.994 W080.28.37.226 N040.49.56.932 W080.28.39.813
                          N040.49.56.932 W080.28.39.813 N040.49.49.605 W080.28.40.043
                          N040.49.49.605 W080.28.40.043 N040.49.49.605 W080.28.40.043
                          N040.49.49.605 W080.28.40.043 N040.49.56.591 W080.28.42.967
                          N040.49.56.591 W080.28.42.967 N040.50.02.817 W080.28.48.060
                          N040.50.02.817 W080.28.48.060 N040.50.07.902 W080.28.55.006
                          N040.50.07.902 W080.28.55.006 N040.50.11.542 W080.29.03.383
                          N040.50.11.542 W080.29.03.383 N040.50.13.506 W080.29.12.679
                          N040.50.13.506 W080.29.12.679 N040.50.13.681 W080.29.22.326
                          N040.50.45.796 W080.28.50.626 N040.50.38.469 W080.28.50.856
                          N040.50.38.469 W080.28.50.856 N040.50.31.407 W080.28.53.446
                          N040.50.31.407 W080.28.53.446 N040.50.25.044 W080.28.58.236
                          N040.50.25.044 W080.28.58.236 N040.50.19.767 W080.29.04.933
                          N040.50.19.767 W080.29.04.933 N040.50.15.902 W080.29.13.131
                          N040.50.15.902 W080.29.13.131 N040.50.13.681 W080.29.22.326
                          N040.50.45.796 W080.28.50.626 N040.50.38.810 W080.28.47.702
                          N040.50.38.810 W080.28.47.702 N040.50.32.586 W080.28.42.609
                          N040.50.32.586 W080.28.42.609 N040.50.27.499 W080.28.35.663
                          N040.50.27.499 W080.28.35.663 N040.50.23.859 W080.28.27.286
                          N040.50.23.859 W080.28.27.286 N040.50.21.894 W080.28.17.989
                          N040.50.21.894 W080.28.17.989 N040.50.21.719 W080.28.08.343
                          N040.50.21.719 W080.28.08.343 N040.50.21.719 W080.28.08.343
                          N040.45.55.778 W080.25.16.408 N040.45.52.164 W080.25.17.114
                          N040.45.52.164 W080.25.17.114 N040.45.48.873 W080.25.19.191
                          N040.45.48.873 W080.25.19.191 N040.45.46.192 W080.25.22.450
                          N040.45.46.192 W080.25.22.450 N040.45.44.360 W080.25.26.605
                          N040.45.44.360 W080.25.26.605 N040.45.43.541 W080.25.31.285
                          N040.45.43.541 W080.25.31.285 N040.45.43.807 W080.25.36.074
                          N040.45.43.807 W080.25.36.074 N040.45.45.135 W080.25.40.548
                          N040.45.45.135 W080.25.40.548 N040.45.47.404 W080.25.44.308
                          N040.45.47.404 W080.25.44.308 N040.45.50.420 W080.25.47.021
                          N040.45.50.420 W080.25.47.021 N040.45.53.907 W080.25.48.447
                          N040.45.53.907 W080.25.48.447 N040.45.57.556 W080.25.48.455
                          N040.45.57.556 W080.25.48.455 N040.46.01.050 W080.25.47.049
                          N040.46.01.050 W080.25.47.049 N040.46.04.068 W080.25.44.350
                          N040.46.04.068 W080.25.44.350 N040.46.06.352 W080.25.40.600
                          N040.46.06.352 W080.25.40.600 N040.46.07.691 W080.25.36.134
                          N040.46.07.691 W080.25.36.134 N040.46.07.972 W080.25.31.345
                          N040.46.07.972 W080.25.31.345 N040.46.07.166 W080.25.26.659
                          N040.46.07.166 W080.25.26.659 N040.46.05.346 W080.25.22.497
                          N040.46.05.346 W080.25.22.497 N040.46.02.674 W080.25.19.222
                          N040.46.02.674 W080.25.19.222 N040.45.59.387 W080.25.17.132
                          N040.45.59.387 W080.25.17.132 N040.45.55.778 W080.25.16.408
                          N040.45.55.778 W080.25.16.408 N040.45.55.778 W080.25.16.408
                          N040.45.59.755 W080.24.55.563 N040.45.57.539 W080.25.04.751
                          N040.45.57.539 W080.25.04.751 N040.45.53.676 W080.25.12.943
                          N040.45.53.676 W080.25.12.943 N040.45.48.404 W080.25.19.640
                          N040.45.48.404 W080.25.19.640 N040.45.42.042 W080.25.24.430
                          N040.45.42.042 W080.25.24.430 N040.45.34.984 W080.25.27.022
                          N040.45.34.984 W080.25.27.022 N040.45.27.658 W080.25.27.255
                          N040.45.27.658 W080.25.27.255 N040.45.27.658 W080.25.27.255
                          N040.45.27.658 W080.25.27.255 N040.45.34.643 W080.25.30.171
                          N040.45.34.643 W080.25.30.171 N040.45.40.870 W080.25.35.251
                          N040.45.40.870 W080.25.35.251 N040.45.45.962 W080.25.42.187
                          N040.45.45.962 W080.25.42.187 N040.45.49.603 W080.25.50.553
                          N040.45.49.603 W080.25.50.553 N040.45.51.572 W080.25.59.838
                          N040.45.51.572 W080.25.59.838 N040.45.51.751 W080.26.09.473
                          N040.46.23.852 W080.25.37.783 N040.46.16.526 W080.25.38.019
                          N040.46.16.526 W080.25.38.019 N040.46.09.467 W080.25.40.608
                          N040.46.09.467 W080.25.40.608 N040.46.03.105 W080.25.45.400
                          N040.46.03.105 W080.25.45.400 N040.45.57.833 W080.25.52.095
                          N040.45.57.833 W080.25.52.095 N040.45.53.970 W080.26.00.287
                          N040.45.53.970 W080.26.00.287 N040.45.51.751 W080.26.09.473
                          N040.46.23.852 W080.25.37.783 N040.46.16.867 W080.25.34.867
